umls_cui,drug_Raw_Name,src_nm,umls_sem_typ1,umls_sem_typ2,umls_sem_typ3
C0605200,Gentamicin X2,evoc_ATC,Organic Chemical,,
C0061232,Geroquinol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2828226,Gestadienol,evoc_ATC,Pharmacologic Substance,Hormone,
C0164299,Girisopam,evoc_ATC,Organic Chemical,,
C0061303,Glaziovine,evoc_ATC,Organic Chemical,,
C2935736,Glembatumumab Vedotin,evoc_ATC,Immunologic Factor,Amino Acid; Peptide; or Protein,
C2348860,Glenvastatin,evoc_ATC,Pharmacologic Substance,,
C2827161,Glibutimine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0603303,Glicaramide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2348863,Glicondamide,evoc_ATC,Pharmacologic Substance,,
C2697502,Glidazamide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2348865,Glisamuride,evoc_ATC,Pharmacologic Substance,,
C2348866,Glisindamide,evoc_ATC,Pharmacologic Substance,,
C3641682,Globulin Serum; Anti-Human,evoc_ATC,Immunologic Factor,Amino Acid; Peptide; or Protein,
C0061453,Glunicate,evoc_ATC,Organic Chemical,,
C0061531,Glutaurine,evoc_ATC,Hormone,Organic Chemical,
C2348868,Glybuthiazol,evoc_ATC,Pharmacologic Substance,,
C0061535,Glycarbylamide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0017881,Glycerophosphates (Unspecified),evoc_ATC,Carbohydrate,Lipid,
C0890525,Glycine Ethyl Ester Hydrochloride,evoc_ATC,Amino Acid; Peptide; or Protein,,
C1880993,Glypinamide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1880994,Glyprothiazol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2827163,Guafecainol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1881013,Guaiactamine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0888049,Guamecycline Dihydrochloride,evoc_ATC,Antibiotic,Organic Chemical,
C0061941,Guanclofine,evoc_ATC,Organic Chemical,,
C0891639,Guanoxabenz Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0120715,Halichondrin B,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2828224,Halocortolone,evoc_ATC,Pharmacologic Substance,Steroid,
C0062098,Halomicin,evoc_ATC,Organic Chemical,,
C0604980,Halomicin B,evoc_ATC,Organic Chemical,,
C0603331,Halopropane,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0062110,Haloxon,evoc_ATC,Pharmacologic Substance,Organophosphorus Compound,
C1527346,Hawthorn,evoc_ATC,Plant,,
C2697571,Heat Shock Protein 90 Inhibitor (Unspecified),evoc_ATC,Pharmacologic Substance,,
C0062180,Heliomycin,evoc_ATC,Antibiotic,Organic Chemical,
C0018956,Hematopoietic Progenitor Cells,evoc_ATC,Cell,,
C0121511,Heptaminol Adenylate,evoc_ATC,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C2348955,Heptaverine,evoc_ATC,Pharmacologic Substance,,
C2827166,Heptolamide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1881039,Hepzidine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2916795,Her2 Tyrosine Kinase Inhibitor (Unspecified),evoc_ATC,Molecular Function,,
C1548481,Herpes Simplex Virus Type 2 Vaccine,evoc_ATC,Pharmacologic Substance,Immunologic Factor,
C0915040,Hexaconazole,evoc_ATC,Organic Chemical,,
C0219131,Hexacyclonate Sodium,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2827168,Hexacyprone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2827170,Hexamethonium Tartrate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0062663,Hexaprofen,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0062669,Hexestrol Bis((Beta)-Diethylaminoethyl Ether) Dihydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2827172,Hexopyrronium Bromide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1871020,Hexyldecanoate Sodium,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2356602,Hib Polysaccharide Vaccine,evoc_ATC,Pharmacologic Substance,Immunologic Factor,
C0543456,Histamine Dihydrochloride,evoc_ATC,Pharmacologic Substance,Neuroreactive Substance or Biogenic Amine,Organic Chemical
C2981337,Histidine Monohydrochloride,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0086413,Hiv-1 Env Gag Pol Recombinant Vector Vaccine (Canarypox Virus),evoc_ATC,Pharmacologic Substance,Immunologic Factor,
C1881061,Homarylamine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2825698,Homarylamine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1881066,Homopipramol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2983997,Homprenorphine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2985296,Hormonal Contraceptives (Unspecified),evoc_ATC,Therapeutic or Preventive Procedure,,
C0019932,Hormones (Unspecified),evoc_ATC,Hormone,,
C1445700,Hydrocortamate Hydrochloride,evoc_ATC,Pharmacologic Substance,Hormone,Steroid
C0953617,Hydrocotarnine Hydrochloride,evoc_ATC,Organic Chemical,,
C2827174,Hydromadinone,evoc_ATC,Pharmacologic Substance,Hormone,Steroid
C2983998,Hydromorphinol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1881075,Hydroxindasate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1881076,Hydroxindasol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0049390,Hydroxycortisol,evoc_ATC,Pharmacologic Substance,Steroid,
C2697635,Hydroxydione Sodium Succinate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0063141,Hydroxyhexamide,evoc_ATC,Organic Chemical,,
C2825263,Hydroxypethidine,evoc_ATC,Pharmacologic Substance,,
C1881077,Hydroxyprocaine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1509503,Hydroxystearin Sulfate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0063201,Hygromycin,evoc_ATC,Organic Chemical,,
C0063208,Hyodeoxycholic Acid,evoc_ATC,Organic Chemical,,
C0369212,Hyperoxygenated Fatty Acid Esters,evoc_ATC,Biologically Active Substance,Lipid,
C1424751,Hypoxia Inducible Factor 1 Alpha Inhibitor (Unspecified),evoc_ATC,Gene or Genome,,
C2827189,Ibrotamide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0063269,Ibuterol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1881125,Iclazepam,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2825272,Icomucret,evoc_ATC,Pharmacologic Substance,,
C0166684,Idaverine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1881127,Idenast,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2744251,Idrabiotaparinux Sodium,evoc_ATC,Carbohydrate,,
C1134444,Idronoxil,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2827192,Idropranolol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2983950,Iferanserin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0123216,Ifoxetine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0218582,Ilatreotide,evoc_ATC,Amino Acid; Peptide; or Protein,,
C0909750,Iliparcil,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0601644,Imiclopazine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0951152,Imiclopazine Dihydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0246977,Imidaprilat,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2827195,Imiglitazar,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0951153,Imipramine Oxide Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2826158,Immunocytokine Nhs-Il2-Lt,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0021083,Immunotherapy (Unspecified),evoc_ATC,Therapeutic or Preventive Procedure,,
C0951131,Imolamine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1505698,Imrecoxib,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1881153,Imuracetam,evoc_ATC,Pharmacologic Substance,,
C2002477,Indantadol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1017674,Indian Laburnum,evoc_ATC,Plant,,
C0796508,Indium In 111 Ibritumomab Tiuxetan,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0905677,Inolimomab,evoc_ATC,Immunologic Factor,Organic Chemical,
C0063600,Inproquone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0086477,Interferon Alfa-2c,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0063754,Iodinol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C3535921,Iodobehenate Calcium,evoc_ATC,Pharmacologic Substance,Biologically Active Substance,Lipid
C0949118,Ipomoea,evoc_ATC,Plant,,
C2826570,Iprocrolol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0063858,Irisquinone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0071133,Irloxacin,evoc_ATC,Organic Chemical,,
C0552515,Iron Acetyl-Transferrin,evoc_ATC,Laboratory Procedure,,
C1881276,Isocromil,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0888843,Isometheptene Tartrate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2725366,Isononyl Isononanoate,evoc_ATC,Biomedical or Dental Material,,
C2827218,Isoprofen,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C3531377,Isopropylbenzyl Salicylate,evoc_ATC,Organic Chemical,,
C0064071,Isoquercetin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1881282,Isoxaprolol,evoc_ATC,Pharmacologic Substance,,
C1881286,Itrocainide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1881287,Itrocinonide,evoc_ATC,Pharmacologic Substance,Steroid,
C0391322,Ivermectin Component B1a,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0052704,Ivermectin Component B1b,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0301473,Jalap,evoc_ATC,Pharmacologic Substance,,
C2697830,Jalap Resin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1690879,Jorumycin Analog (Unspecified),evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0386319,Kahalalide F,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0524649,Kefir,evoc_ATC,Food,,
C0908819,Keliximab,evoc_ATC,Immunologic Factor,,
C0064293,Keratinase,evoc_ATC,Enzyme,Amino Acid; Peptide; or Protein,
C2697842,Ketotrexate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0064348,Kijanimicin,evoc_ATC,Pharmacologic Substance,Carbohydrate,
C2725341,Krill Oil,evoc_ATC,Pharmacologic Substance,Lipid,
C0885501,Lac Defloratum,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0317588,Lactobacillus Delbrueckii,evoc_ATC,Bacterium,,
C0317632,Lactobacillus Kefiri,evoc_ATC,Bacterium,,
C0317593,Lactobacillus Salivarius,evoc_ATC,Bacterium,,
C0995658,Lactobacillus Thermophilus,evoc_ATC,Bacterium,,
C0544170,Lactococcus Cremoris,evoc_ATC,Bacterium,,
C0038408,Lactococcus Lactis,evoc_ATC,Bacterium,,
C3161983,Lactose Free Milk,evoc_ATC,Food,,
C0031403,Lactylphenetidin,evoc_ATC,Organic Chemical,,
C2697879,Ladostigil Tartrate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0064638,Lanatoside A,evoc_ATC,Carbohydrate,,
C0663198,Lanepitant,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0991843,Lanolin Oil,evoc_ATC,Pharmacologic Substance,Lipid,
C0064678,Latrunculin B,evoc_ATC,Organic Chemical,,
C2825363,Laurolinium Acetate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0603497,Leiopyrrole,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0215321,Letrazuril,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0125653,Levemopamil,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0951807,Levisomethadone,evoc_ATC,Organic Chemical,,
C2825595,Levlofexidine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0023575,Levomethorphan,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0125658,Levomoprolol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0895996,Levomoprolol Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0064875,Levophacetoperane,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2827238,Levopropylcillin,evoc_ATC,Antibiotic,Organic Chemical,
C2697918,Levotofisopam,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1609683,Levovirin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0064958,Licheninase (As Drug),evoc_ATC,Enzyme,Amino Acid; Peptide; or Protein,
C0887219,Lidocaine Carbonate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0331600,Lily Of The Valley,evoc_ATC,Plant,,
C0023785,Lipocaic,evoc_ATC,Biologically Active Substance,,
C2825253,Lobuprofen,evoc_ATC,Pharmacologic Substance,,
C1881438,Loflucarban,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2825254,Lonaprofen,evoc_ATC,Pharmacologic Substance,,
C1881443,Loprodiol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2825691,Lorpiprazole,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2825255,Losmiprofen,evoc_ATC,Pharmacologic Substance,,
C0065270,Luxabendazole,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0024264,Lymphocytes,evoc_ATC,Cell,,
C0079784,Macrophage Colony Stimulating Factor (Unspecified),evoc_ATC,Immunologic Factor,Amino Acid; Peptide; or Protein,
C1003479,Mactromeris Polynyma Aminoalcohol Extract (Unspecified),evoc_ATC,Eukaryote,,
C0351843,Mafenide Propionate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0303443,Magnesium Acetylsalicylate,evoc_ATC,Organic Chemical,,
C1576820,Magnesium Ascorbyl Phosphate,evoc_ATC,Pharmacologic Substance,Carbohydrate,
C1362876,Magnesium Bismuth Aluminum Silicate,evoc_ATC,Clinical Drug,,
C0771780,Magnesium Iodide,evoc_ATC,Pharmacologic Substance,Inorganic Chemical,
C0772408,Magnesium Monoethyl Fumarate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2216439,Magnesium Potassium L-Aspartate,evoc_ATC,Pharmacologic Substance,,
C0771692,Magnesium Thiosulfate,evoc_ATC,Pharmacologic Substance,Inorganic Chemical,
C0962432,Magnesium Threonate,evoc_ATC,Biologically Active Substance,Carbohydrate,
C0770337,Malt Extract,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0795643,Manganese Aspartate,evoc_ATC,Pharmacologic Substance,,
C2926923,Manganese Glycinate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0771793,Manganese Phosphate; Dibasic,evoc_ATC,Pharmacologic Substance,Inorganic Chemical,
C0603473,Mannitol Tetranitrate,evoc_ATC,Pharmacologic Substance,Carbohydrate,
C1881605,Mapinastine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2351029,Maropitant Citrate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2827250,Mazokalim,evoc_ATC,Pharmacologic Substance,,
C1881637,Mebiquine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1513043,Mechlorethamine Oxide Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0601649,Mecloralurea,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0608093,Medibazine,evoc_ATC,Organic Chemical,,
C2981295,Medorubicin,evoc_ATC,Pharmacologic Substance,,
C0025144,Medphalan,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0378156,Megalomicin C2,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0771669,Meglumine Benzoate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0955719,Melevodopa Hydrochloride,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C2983981,Menadoxime,evoc_ATC,Pharmacologic Substance,Vitamin,Organic Chemical
C0065938,Menbutone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2224268,Meningococcal A Conj Vaccine (Dip Toxoid),evoc_ATC,Pharmacologic Substance,Immunologic Factor,
C1321964,Meningococcal Ac Polysaccharide Vaccine,evoc_ATC,Pharmacologic Substance,Immunologic Factor,
C1660580,Meningococcal Conj Vaccine (Unspecified),evoc_ATC,Pharmacologic Substance,Immunologic Factor,
C3256169,Menthyl Lactate,evoc_ATC,Pharmacologic Substance,,
C0770461,Mepiperphenidol Bromide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0065963,Mepiprazole,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0951835,Mepiprazole Dihydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0089342,Merafloxacin,evoc_ATC,Antibiotic,Organic Chemical,
C0301548,Mercumatilin Sodium,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2825613,Metabutethamine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2983819,Metabutoxycaine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2825612,Metacetamol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0056480,Metacresol Acetate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2827261,Metalkonium Chloride,evoc_ATC,Pharmacologic Substance,,
C1881798,Metanixin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0066062,Metazocine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2827262,Metcaraphen,evoc_ATC,Pharmacologic Substance,,
C2825638,Metcaraphen Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0066077,Methafurylene,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0970467,Methaphenilene Hydrochloride,evoc_ATC,Organic Chemical,,
C0066767,Methcathinone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0066361,Methenmadinone Acetate,evoc_ATC,Pharmacologic Substance,Steroid,
C0602259,Methestrol,evoc_ATC,Hormone,Organic Chemical,
C0770348,Methestrol Dipropionate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0066138,Methitural,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0951344,Methitural Sodium,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2825452,Methoxypromazine Maleate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0025698,Methyl Chloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0066250,Methyl Hesperidin,evoc_ATC,Carbohydrate,,
C1881805,Methylchromone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2984001,Methyldesorphine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0873123,Methylephedrine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0065364,Methylol Cephalexin Lysinate,evoc_ATC,Organic Chemical,,
C0302983,Methylsilicic Acid Hydrogel,evoc_ATC,Inorganic Chemical,,
C1881809,Metocinium Iodide,evoc_ATC,Pharmacologic Substance,,
C0951871,Metofenazate Difumarate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0066473,Metralindole,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0025865,Metribolone,evoc_ATC,Pharmacologic Substance,Steroid,
C0128330,Mexiprostil,evoc_ATC,Pharmacologic Substance,Eicosanoid,
C2828265,Mexoprofen,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0949698,Mikamycin B,evoc_ATC,Immunologic Factor,Amino Acid; Peptide; or Protein,
C1881828,Milacainide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2713557,Milataxel,evoc_ATC,Organic Chemical,,
C0128496,Milbemycin D,evoc_ATC,Antibiotic,Organic Chemical,
C1881829,Milfasartan,evoc_ATC,Pharmacologic Substance,,
C0026131,Milk,evoc_ATC,Body Substance,,
C0066553,Miloxacin,evoc_ATC,Antibiotic,Organic Chemical,
C1881852,Mindodilol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0779188,Mink Oil,evoc_ATC,Pharmacologic Substance,,
C0066589,Miroprofen,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0245985,Mirosamicin,evoc_ATC,Organic Chemical,,
C0066605,Mitoclomine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1513344,Mitogen-Activated Protein Kinase Inhibitor (Unspecified),evoc_ATC,Pharmacologic Substance,,
C2347168,Mitogen-Activated Protein Kinase Kinase Inhibitor (Unspecified),evoc_ATC,Pharmacologic Substance,,
C1881869,Mitotenamine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1881887,Molracetam,evoc_ATC,Pharmacologic Substance,,
C1814769,Molybdenum Citrate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1881892,Monoctanoin Component A,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1881893,Monoctanoin Component B,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0043838,Monoctanoin Component C,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0074473,Monosialoganglioside Sodium,evoc_ATC,Lipid,,
C0377440,Montirelin,evoc_ATC,Pharmacologic Substance,Hormone,Amino Acid; Peptide; or Protein
C0027752,Mouse Nerve Growth Factor,evoc_ATC,Biologically Active Substance,Amino Acid; Peptide; or Protein,
C1515672,Mtor Inhibitor (Unspecified),evoc_ATC,Molecular Function,,
C1881910,Mubritinib,evoc_ATC,Pharmacologic Substance,,
C0017973,Mucopolysaccharides (Unspecified),evoc_ATC,Pharmacologic Substance,Biologically Active Substance,Carbohydrate
C0603622,Murexine Chloride Hydrochloride,evoc_ATC,Organic Chemical,,
C1881931,Murocainide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0526737,Myristyl Lactate,evoc_ATC,Organic Chemical,,
C0954826,N;N-Dimethyl-3;3-Diphenyl-1-Methylallylamine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0078381,N-Acetyl Vitamin K5,evoc_ATC,Pharmacologic Substance,Vitamin,Organic Chemical
C0770373,Naepaine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2983886,Nafetolol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0068362,Nafiverine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0521928,Nalorphine Dinicotinate,evoc_ATC,Pharmacologic Substance,,
C0639081,Nandrolone Furylpropionate,evoc_ATC,Steroid,,
C3272467,Nandrolone Propionate,evoc_ATC,Pharmacologic Substance,Steroid,
C0068399,Nanofin,evoc_ATC,Organic Chemical,,
C0771663,Naringin Sodium,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0294245,Naroparcil,evoc_ATC,Pharmacologic Substance,Carbohydrate,
C2828228,Nasaruplase Beta,evoc_ATC,Pharmacologic Substance,Enzyme,
C1144709,Natriuretic Peptides,evoc_ATC,Pharmacologic Substance,Hormone,Amino Acid; Peptide; or Protein
C0022688,Natural Killer Cells,evoc_ATC,Cell,,
C0957680,Nebracetam Fumarate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2742587,Nemonoxacin,evoc_ATC,Organic Chemical,,
C0068521,Neomycin C,evoc_ATC,Carbohydrate,,
C2981202,Nepidermin,evoc_ATC,Pharmacologic Substance,,
C1721279,Netoglitazone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0027803,Neuraminidase,evoc_ATC,Enzyme,Amino Acid; Peptide; or Protein,
C0250545,Nexopamil,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0771350,Niacinamide Ascorbate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2698460,Nicoclonate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2698464,Nicoracetam,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0068734,Nidroxyzone,evoc_ATC,Organic Chemical,,
C2983965,Nifurfoline,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2983968,Nifurprazine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0889104,Nifurprazine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0068779,Ninopterin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882088,Niometacin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0619318,Nithiazide,evoc_ATC,Organic Chemical,,
C0068818,Nitroakridin 3582,evoc_ATC,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0608539,Nitrofurathiazide,evoc_ATC,Organic Chemical,,
C0301315,Nitrofurfuryl Methyl Ether,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882101,Nofecainide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0068915,Noformicin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0389037,Nolatrexed Dihydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0003211,Nonsteroidal Anti-Inflammatory Drug (Unspecified),evoc_ATC,Pharmacologic Substance,,
C0074540,Norfloxacin Silver,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2698496,Norfloxacin Succinil,evoc_ATC,Antibiotic,Organic Chemical,
C0603673,Norgesterone,evoc_ATC,Pharmacologic Substance,Steroid,
C0069001,Norlevorphanol,evoc_ATC,Organic Chemical,,
C0069010,Normorphine,evoc_ATC,Organic Chemical,,
C2698498,Norpipanone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2825279,Norvinisterone,evoc_ATC,Pharmacologic Substance,,
C1518431,Novembichin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0242295,Nutritional Supplements,evoc_ATC,Food,,
C0795649,Oat Bran Oil,evoc_ATC,Pharmacologic Substance,,
C2825396,Octamoxin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1144109,Octyl Triazone,evoc_ATC,Organic Chemical,,
C2827293,Odalprofen,evoc_ATC,Pharmacologic Substance,,
C0757164,Odulimomab,evoc_ATC,Immunologic Factor,Indicator; Reagent; or Diagnostic Aid,
C0873176,Olamine Oxiniacate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1453866,Omiganan Pentahydrochloride,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C1563738,Oncolytic Recombinant Virus Therapy (Herpes Simplex),evoc_ATC,Therapeutic or Preventive Procedure,,
C0724656,Opium; Powdered,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0300903,Orbifloxacin,evoc_ATC,Antibiotic,Organic Chemical,
C2983809,Orbutopril,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0664207,Oregovomab,evoc_ATC,Pharmacologic Substance,Immunologic Factor,Amino Acid; Peptide; or Protein
C0046034,Orthocresol,evoc_ATC,Organic Chemical,,
C0069710,Oxaflumazine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0301411,Oxanamide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2983931,Oxapropanium Iodide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2698677,Oxazidione,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0206828,Oxerutins,evoc_ATC,Pharmacologic Substance,Vitamin,Organic Chemical
C1882243,Oxitriptyline,evoc_ATC,Pharmacologic Substance,Organic Chemical,
